vulnerability_id,reporting_time,vulnerability_description,references,CWE-ID,CWE-Name,CVSS-Score
CVE-2011-0922,02/08/2011,The client in HP Data Protector allows remote attackers to execute arbitrary programs via an EXEC_SETUP command that references a UNC share pathname.,"http://dvlabs.tippingpoint.com/blog/2011/02/07/zdi-disclosure-hp,http://marc.info/?l=bugtraq&amp;m=130391284726795&amp;w=2http://www.securityfocus.com/archive/1/516272/100/0/threaded,http://www.securityfocus.com/bid/46234,http://www.vupen.com/english/advisories/2011/0308,http://zerodayinitiative.com/advisories/ZDI-11-056/,",http://cwe.mitre.org/data/definitions/20.html,Improper Input Validation,N/A
CVE-2011-0923,02/08/2011,"The client in HP Data Protector does not properly validate EXEC_CMD arguments, which allows remote attackers to execute arbitrary Perl code via a crafted command, related to the &quot;local bin directory.&quot;","http://dvlabs.tippingpoint.com/blog/2011/02/07/zdi-disclosure-hp,http://marc.info/?l=bugtraq&amp;m=130391284726795&amp;w=2http://securityreason.com/securityalert/8261,http://securityreason.com/securityalert/8323,http://securityreason.com/securityalert/8329,http://www.securityfocus.com/bid/46234,http://www.vupen.com/english/advisories/2011/0308,http://zerodayinitiative.com/advisories/ZDI-11-055/,",http://cwe.mitre.org/data/definitions/20.html,Improper Input Validation,N/A
CVE-2011-0924,02/08/2011,"The client in HP Data Protector does not verify the contents of files associated with the EXEC_CMD command, which allows remote attackers to execute arbitrary script code by providing this code with a trusted filename, as demonstrated by omni_chk_ds.sh.","http://dvlabs.tippingpoint.com/blog/2011/02/07/zdi-disclosure-hp,http://marc.info/?l=bugtraq&amp;m=130391284726795&amp;w=2http://www.securityfocus.com/archive/1/516258/100/0/threaded,http://www.securityfocus.com/bid/46234,http://www.vupen.com/english/advisories/2011/0308,http://zerodayinitiative.com/advisories/ZDI-11-054/,",http://cwe.mitre.org/data/definitions/20.html,Improper Input Validation,N/A
CVE-2011-0925,02/28/2011,"The CSDWebInstallerCtrl ActiveX control in CSDWebInstaller.ocx in Cisco Secure Desktop (CSD) allows remote attackers to download an unintended Cisco program onto a client machine, and execute this program, by identifying a Cisco program with a Cisco digital signature and then renaming this program to inst.exe, a different vulnerability than CVE-2010-0589 and CVE-2011-0926.","http://securityreason.com/securityalert/8108,http://www.securityfocus.com/archive/1/516648/100/0/threadedhttp://www.securityfocus.com/bid/46538,http://www.securitytracker.com/id?1025118,http://www.vupen.com/english/advisories/2011/0513,http://zerodayinitiative.com/advisories/ZDI-11-092/,https://exchange.xforce.ibmcloud.com/vulnerabilities/65754,",http://cwe.mitre.org/data/definitions/20.html,Improper Input Validation,N/A
CVE-2011-0926,02/25/2011,"A certain ActiveX control in CSDWebInstaller.ocx in Cisco Secure Desktop (CSD) does not properly verify the signature of an unspecified downloaded program, which allows remote attackers to execute arbitrary code by spoofing the CSD installation process, a different vulnerability than CVE-2010-0589.","http://securityreason.com/securityalert/8105,http://www.securityfocus.com/archive/1/516647/100/0/threadedhttp://www.securityfocus.com/bid/46536,http://www.securitytracker.com/id?1025118,http://www.vupen.com/english/advisories/2011/0513,http://www.zerodayinitiative.com/advisories/ZDI-11-091/,https://exchange.xforce.ibmcloud.com/vulnerabilities/65755,",http://cwe.mitre.org/data/definitions/20.html,Improper Input Validation,N/A
CVE-2011-0975,02/10/2011,"Stack-based buffer overflow in BMC PATROL Agent Service Daemon for in Performance Analysis for Servers, Performance Assurance for Servers, and Performance Assurance for Virtual Servers 7.4.00 through 7.5.10; Performance Analyzer and Performance Predictor for Servers 7.4.00 through 7.5.10; and Capacity Management Essentials 1.2.00 (7.4.15) allows remote attackers to execute arbitrary code via a crafted length value in a BGS_MULTIPLE_READS command to TCP port 6768.","http://securityreason.com/securityalert/8076,http://www.securityfocus.com/archive/1/516188/100/0/threadedhttp://www.securityfocus.com/bid/46151,http://www.vupen.com/english/advisories/2011/0286,http://www.zerodayinitiative.com/advisories/ZDI-11-039,https://exchange.xforce.ibmcloud.com/vulnerabilities/65135,",http://cwe.mitre.org/data/definitions/119.html,Improper Restriction of Operations within the Bounds of a Memory Buffer,N/A
CVE-2011-0976,02/10/2011,"Microsoft PowerPoint 2002 SP3, 2003 SP3, and 2007 SP2; Office 2004 and 2008 for Mac; Open XML File Format Converter for Mac; Office Compatibility Pack for Word, Excel, and PowerPoint 2007 File Formats SP2; and PowerPoint Viewer 2007 SP2 do not properly handle Office Art containers that have invalid records, which allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via a PowerPoint document with a container that triggers certain access to an uninitialized object, aka &quot;OfficeArt Atom RCE Vulnerability.&quot;","http://dvlabs.tippingpoint.com/blog/2011/02/07/zdi-disclosure-microsoft,http://www.securityfocus.com/archive/1/516233/100/0/threadedhttp://www.securitytracker.com/id?1025340,http://www.us-cert.gov/cas/techalerts/TA11-102A.html,http://www.vupen.com/english/advisories/2011/0941,http://zerodayinitiative.com/advisories/ZDI-11-044/,https://docs.microsoft.com/en-us/security-updates/securitybulletins/2011/ms11-022,https://oval.cisecurity.org/repository/search/definition/oval%3Aorg.mitre.oval%3Adef%3A11978,",http://cwe.mitre.org/data/definitions/264.html,"Permissions, Privileges, and Access Controls",N/A
CVE-2011-0977,02/10/2011,"Use-after-free vulnerability in Microsoft Office XP SP3, Office 2003 SP3, Office 2007 SP2, Office 2004 and 2008 for Mac, and Open XML File Format Converter for Mac allows remote attackers to execute arbitrary code via malformed shape data in the Office drawing file format, aka &quot;Microsoft Office Graphic Object Dereferencing Vulnerability.&quot;","http://dvlabs.tippingpoint.com/blog/2011/02/07/zdi-disclosure-microsoft,http://www.securitytracker.com/id?1025343http://www.us-cert.gov/cas/techalerts/TA11-102A.html,http://www.vupen.com/english/advisories/2011/0942,http://zerodayinitiative.com/advisories/ZDI-11-043/,https://docs.microsoft.com/en-us/security-updates/securitybulletins/2011/ms11-023,https://oval.cisecurity.org/repository/search/definition/oval%3Aorg.mitre.oval%3Adef%3A12339,",http://cwe.mitre.org/data/definitions/399.html,Resource Management Errors,N/A
CVE-2011-0978,02/10/2011,"Stack-based buffer overflow in Microsoft Excel 2002 SP3, 2003 SP3, and 2007 SP2; Office 2004 for Mac; Excel Viewer SP2; and Office Compatibility Pack for Word, Excel, and PowerPoint 2007 File Formats SP2 allows remote attackers to execute arbitrary code via vectors related to an axis properties record, and improper incrementing of an array index, aka &quot;Excel Array Indexing Vulnerability.&quot;","http://dvlabs.tippingpoint.com/blog/2011/02/07/zdi-disclosure-microsoft,http://securityreason.com/securityalert/8231http://www.securitytracker.com/id?1025337,http://www.us-cert.gov/cas/techalerts/TA11-102A.html,http://www.vupen.com/english/advisories/2011/0940,http://zerodayinitiative.com/advisories/ZDI-11-042/,https://docs.microsoft.com/en-us/security-updates/securitybulletins/2011/ms11-021,https://oval.cisecurity.org/repository/search/definition/oval%3Aorg.mitre.oval%3Adef%3A12439,",http://cwe.mitre.org/data/definitions/119.html,Improper Restriction of Operations within the Bounds of a Memory Buffer,N/A
CVE-2011-0979,02/10/2011,"Microsoft Excel 2002 SP3, 2003 SP3, 2007 SP2, and 2010; Office 2004, 2008, and 2011 for Mac; Open XML File Format Converter for Mac; and Excel Viewer SP2 do not properly handle errors during the parsing of Office Art records in Excel spreadsheets, which allows remote attackers to execute arbitrary code via a malformed object record, related to a &quot;stray reference,&quot; aka &quot;Excel Linked List Corruption Vulnerability.&quot;","http://dvlabs.tippingpoint.com/blog/2011/02/07/zdi-disclosure-microsoft,http://www.securitytracker.com/id?1025337http://www.us-cert.gov/cas/techalerts/TA11-102A.html,http://www.vupen.com/english/advisories/2011/0940,http://zerodayinitiative.com/advisories/ZDI-11-041/,https://docs.microsoft.com/en-us/security-updates/securitybulletins/2011/ms11-021,https://oval.cisecurity.org/repository/search/definition/oval%3Aorg.mitre.oval%3Adef%3A12595,",http://cwe.mitre.org/data/definitions/20.html,Improper Input Validation,N/A
CVE-2011-0980,02/10/2011,"Microsoft Excel 2002 SP3 and 2003 SP3, Office 2004 and 2008 for Mac, and Open XML File Format Converter for Mac do not properly parse Office Art objects, which allows remote attackers to execute arbitrary code via vectors related to a function pointer, aka &quot;Excel Dangling Pointer Vulnerability.&quot;","http://dvlabs.tippingpoint.com/blog/2011/02/07/zdi-disclosure-microsoft,http://www.securitytracker.com/id?1025337http://www.us-cert.gov/cas/techalerts/TA11-102A.html,http://www.vupen.com/english/advisories/2011/0940,http://zerodayinitiative.com/advisories/ZDI-11-040/,https://docs.microsoft.com/en-us/security-updates/securitybulletins/2011/ms11-021,https://oval.cisecurity.org/repository/search/definition/oval%3Aorg.mitre.oval%3Adef%3A12018,",http://cwe.mitre.org/data/definitions/264.html,"Permissions, Privileges, and Access Controls",N/A
CVE-2011-0981,02/10/2011,"Google Chrome before 9.0.597.94 does not properly perform event handling for animations, which allows remote attackers to cause a denial of service or possibly have unspecified other impact via unknown vectors that lead to a &quot;stale pointer.&quot;","http://code.google.com/p/chromium/issues/detail?id=67234,http://googlechromereleases.blogspot.com/2011/02/stable-channel-update_08.htmlhttp://lists.apple.com/archives/Security-announce/2011//Oct/msg00000.html,http://lists.apple.com/archives/Security-announce/2011//Oct/msg00001.html,http://lists.apple.com/archives/security-announce/2011//Jul/msg00002.html,http://support.apple.com/kb/HT4808,http://support.apple.com/kb/HT4981,http://support.apple.com/kb/HT4999,http://www.debian.org/security/2011/dsa-2166,http://www.securityfocus.com/bid/46262,http://www.srware.net/forum/viewtopic.php?f=18&amp;t=2190,http://www.vupen.com/english/advisories/2011/0408,https://oval.cisecurity.org/repository/search/definition/oval%3Aorg.mitre.oval%3Adef%3A14320,",http://cwe.mitre.org/data/definitions/20.html,Improper Input Validation,N/A
CVE-2011-0982,02/10/2011,Use-after-free vulnerability in Google Chrome before 9.0.597.94 allows remote attackers to cause a denial of service or possibly have unspecified other impact via vectors involving SVG font faces.,"http://code.google.com/p/chromium/issues/detail?id=68120,http://googlechromereleases.blogspot.com/2011/02/stable-channel-update_08.htmlhttp://www.securityfocus.com/bid/46262,http://www.srware.net/forum/viewtopic.php?f=18&amp;t=2190,https://oval.cisecurity.org/repository/search/definition/oval%3Aorg.mitre.oval%3Adef%3A14582,",http://cwe.mitre.org/data/definitions/416.html,Use After Free,N/A
CVE-2011-0983,02/10/2011,"Google Chrome before 9.0.597.94 does not properly handle anonymous blocks, which allows remote attackers to cause a denial of service or possibly have unspecified other impact via unknown vectors that lead to a &quot;stale pointer.&quot;","http://code.google.com/p/chromium/issues/detail?id=69556,http://googlechromereleases.blogspot.com/2011/02/stable-channel-update_08.htmlhttp://lists.apple.com/archives/Security-announce/2011//Oct/msg00000.html,http://lists.apple.com/archives/Security-announce/2011//Oct/msg00001.html,http://lists.apple.com/archives/security-announce/2011//Jul/msg00002.html,http://support.apple.com/kb/HT4808,http://support.apple.com/kb/HT4981,http://support.apple.com/kb/HT4999,http://www.debian.org/security/2011/dsa-2166,http://www.securityfocus.com/bid/46262,http://www.srware.net/forum/viewtopic.php?f=18&amp;t=2190,http://www.vupen.com/english/advisories/2011/0408,https://oval.cisecurity.org/repository/search/definition/oval%3Aorg.mitre.oval%3Adef%3A14543,",http://cwe.mitre.org/data/definitions/20.html,Improper Input Validation,N/A
CVE-2011-0984,02/10/2011,"Google Chrome before 9.0.597.94 does not properly handle plug-ins, which allows remote attackers to cause a denial of service (out-of-bounds read) via unspecified vectors.","http://code.google.com/p/chromium/issues/detail?id=69970,http://googlechromereleases.blogspot.com/2011/02/stable-channel-update_08.htmlhttp://www.debian.org/security/2011/dsa-2166,http://www.securityfocus.com/bid/46262,http://www.srware.net/forum/viewtopic.php?f=18&amp;t=2190,http://www.vupen.com/english/advisories/2011/0408,https://oval.cisecurity.org/repository/search/definition/oval%3Aorg.mitre.oval%3Adef%3A14719,",http://cwe.mitre.org/data/definitions/125.html,Out-of-bounds Read,N/A
CVE-2011-0985,02/10/2011,"Google Chrome before 9.0.597.94 does not properly perform process termination upon memory exhaustion, which has unspecified impact and remote attack vectors.","http://code.google.com/p/chromium/issues/detail?id=70456,http://googlechromereleases.blogspot.com/2011/02/stable-channel-update_08.htmlhttp://www.debian.org/security/2011/dsa-2166,http://www.securityfocus.com/bid/46262,http://www.srware.net/forum/viewtopic.php?f=18&amp;t=2190,http://www.vupen.com/english/advisories/2011/0408,https://oval.cisecurity.org/repository/search/definition/oval%3Aorg.mitre.oval%3Adef%3A14506,",http://cwe.mitre.org/data/definitions/400.html,Uncontrolled Resource Consumption,N/A
CVE-2011-0986,02/14/2011,"phpMyAdmin 2.11.x before 2.11.11.2, and 3.3.x before 3.3.9.1, does not properly handle the absence of the (1) README, (2) ChangeLog, and (3) LICENSE files, which allows remote attackers to obtain the installation path via a direct request for a nonexistent file.","http://lists.fedoraproject.org/pipermail/package-announce/2011-February/054349.html,http://lists.fedoraproject.org/pipermail/package-announce/2011-February/054355.htmlhttp://phpmyadmin.git.sourceforge.net/git/gitweb.cgi?p=phpmyadmin/phpmyadmin;a=commit;h=035d002db1e1201e73e560d7d98591563b506a83,http://www.mandriva.com/security/advisories?name=MDVSA-2011:026,http://www.phpmyadmin.net/home_page/security/PMASA-2011-1.php,http://www.vupen.com/english/advisories/2011/0385,https://exchange.xforce.ibmcloud.com/vulnerabilities/65424,",http://cwe.mitre.org/data/definitions/20.html,Improper Input Validation,N/A
CVE-2011-0987,02/14/2011,"The PMA_Bookmark_get function in libraries/bookmark.lib.php in phpMyAdmin 2.11.x before 2.11.11.3, and 3.3.x before 3.3.9.2, does not properly restrict bookmark queries, which makes it easier for remote authenticated users to trigger another user&#39;s execution of a SQL query by creating a bookmark.","http://lists.fedoraproject.org/pipermail/package-announce/2011-February/054349.html,http://lists.fedoraproject.org/pipermail/package-announce/2011-February/054355.htmlhttp://lists.fedoraproject.org/pipermail/package-announce/2011-March/054525.html,http://phpmyadmin.git.sourceforge.net/git/gitweb.cgi?p=phpmyadmin/phpmyadmin;a=commit;h=a5464b4daff0059cdf8c9e5f4d54a80e2dd2a5b0,http://www.debian.org/security/2011/dsa-2167,http://www.mandriva.com/security/advisories?name=MDVSA-2011:026,http://www.phpmyadmin.net/home_page/security/PMASA-2011-2.php,http://www.securityfocus.com/bid/46359,http://www.vupen.com/english/advisories/2011/0381,http://www.vupen.com/english/advisories/2011/0385,http://www.vupen.com/english/advisories/2011/0409,http://www.vupen.com/english/advisories/2011/0512,http://www.vupen.com/english/advisories/2011/0570,https://exchange.xforce.ibmcloud.com/vulnerabilities/65390,",http://cwe.mitre.org/data/definitions/20.html,Improper Input Validation,N/A
CVE-2011-0999,02/23/2011,"mm/huge_memory.c in the Linux kernel before 2.6.38-rc5 does not prevent creation of a transparent huge page (THP) during the existence of a temporary stack for an exec system call, which allows local users to cause a denial of service (memory consumption) or possibly have unspecified other impact via a crafted application.","http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git;a=commit;h=a7d6e4ecdb7648478ddec76d30d87d03d6e22b31,http://openwall.com/lists/oss-security/2011/02/17/3http://openwall.com/lists/oss-security/2011/02/17/6,http://www.kernel.org/pub/linux/kernel/v2.6/testing/ChangeLog-2.6.38-rc5,http://www.securityfocus.com/bid/46442,https://bugzilla.redhat.com/show_bug.cgi?id=678209,https://exchange.xforce.ibmcloud.com/vulnerabilities/65535,",http://cwe.mitre.org/data/definitions/400.html,Uncontrolled Resource Consumption,N/A
CVE-2011-1000,02/18/2011,"jingle-factory.c in Telepathy Gabble 0.11 before 0.11.7, 0.10 before 0.10.5, and 0.8 before 0.8.15 allows remote attackers to sniff audio and video calls via a crafted google:jingleinfo stanza that specifies an alternate server for streamed media.","http://lists.fedoraproject.org/pipermail/package-announce/2011-February/054324.html,http://lists.fedoraproject.org/pipermail/package-announce/2011-March/054409.htmlhttp://lists.fedoraproject.org/pipermail/package-announce/2011-March/054575.html,http://www.debian.org/security/2011/dsa-2169,http://www.openwall.com/lists/oss-security/2011/02/17/4,http://www.openwall.com/lists/oss-security/2011/02/17/7,http://www.securityfocus.com/bid/46440,http://www.ubuntu.com/usn/USN-1067-1,http://www.vupen.com/english/advisories/2011/0412,http://www.vupen.com/english/advisories/2011/0428,http://www.vupen.com/english/advisories/2011/0537,http://www.vupen.com/english/advisories/2011/0572,http://www.vupen.com/english/advisories/2011/0901,https://bugs.freedesktop.org/show_bug.cgi?id=34048,https://exchange.xforce.ibmcloud.com/vulnerabilities/65523,https://hermes.opensuse.org/messages/7848248,",http://cwe.mitre.org/data/definitions/20.html,Improper Input Validation,N/A
CVE-2011-1002,02/22/2011,avahi-core/socket.c in avahi-daemon in Avahi before 0.6.29 allows remote attackers to cause a denial of service (infinite loop) via an empty mDNS (1) IPv4 or (2) IPv6 UDP packet to port 5353.  NOTE: this vulnerability exists because of an incorrect fix for CVE-2010-2244.,"http://avahi.org/ticket/325,http://git.0pointer.de/?p=avahi.git;a=commit;h=46109dfec75534fe270c0ab902576f685d5ab3a6http://lists.fedoraproject.org/pipermail/package-announce/2011-March/055858.html,http://lists.opensuse.org/opensuse-security-announce/2011-04/msg00000.html,http://openwall.com/lists/oss-security/2011/02/18/1,http://openwall.com/lists/oss-security/2011/02/18/4,http://ubuntu.com/usn/usn-1084-1,http://www.debian.org/security/2011/dsa-2174,http://www.mandriva.com/security/advisories?name=MDVSA-2011:037,http://www.mandriva.com/security/advisories?name=MDVSA-2011:040,http://www.openwall.com/lists/oss-security/2011/02/22/9,http://www.redhat.com/support/errata/RHSA-2011-0436.html,http://www.redhat.com/support/errata/RHSA-2011-0779.html,http://www.securityfocus.com/bid/46446,http://www.vupen.com/english/advisories/2011/0448,http://www.vupen.com/english/advisories/2011/0499,http://www.vupen.com/english/advisories/2011/0511,http://www.vupen.com/english/advisories/2011/0565,http://www.vupen.com/english/advisories/2011/0601,http://www.vupen.com/english/advisories/2011/0670,http://www.vupen.com/english/advisories/2011/0969,http://xorl.wordpress.com/2011/02/20/cve-2011-1002-avahi-daemon-remote-denial-of-service/,https://bugzilla.redhat.com/show_bug.cgi?id=667187,https://exchange.xforce.ibmcloud.com/vulnerabilities/65524,https://exchange.xforce.ibmcloud.com/vulnerabilities/65525,",http://cwe.mitre.org/data/definitions/399.html,Resource Management Errors,N/A
CVE-2011-1003,02/23/2011,Double free vulnerability in the vba_read_project_strings function in vba_extract.c in libclamav in ClamAV before 0.97 might allow remote attackers to execute arbitrary code via crafted Visual Basic for Applications (VBA) data in a Microsoft Office document.  NOTE: some of these details are obtained from third party information.,"http://git.clamav.net/gitweb?p=clamav-devel.git;a=blob;f=ChangeLog;hb=clamav-0.97,http://git.clamav.net/gitweb?p=clamav-devel.git;a=commit;h=d21fb8d975f8c9688894a8cef4d50d977022e09fhttp://lists.fedoraproject.org/pipermail/package-announce/2011-March/055771.html,http://lists.fedoraproject.org/pipermail/package-announce/2011-March/055777.html,http://lists.opensuse.org/opensuse-security-announce/2011-04/msg00000.html,http://openwall.com/lists/oss-security/2011/02/21/1,http://openwall.com/lists/oss-security/2011/02/21/4,http://securitytracker.com/id?1025100,http://www.mandriva.com/en/support/security/advisories/?name=MDVA-2011:007,http://www.securityfocus.com/bid/46470,http://www.ubuntu.com/usn/USN-1076-1,http://www.vupen.com/english/advisories/2011/0453,http://www.vupen.com/english/advisories/2011/0458,http://www.vupen.com/english/advisories/2011/0523,https://exchange.xforce.ibmcloud.com/vulnerabilities/65544,https://wwws.clamav.net/bugzilla/show_bug.cgi?id=2486,",http://cwe.mitre.org/data/definitions/399.html,Resource Management Errors,N/A
CVE-2011-1007,02/28/2011,"Best Practical Solutions RT before 3.8.9 does not perform certain redirect actions upon a login, which allows physically proximate attackers to obtain credentials by resubmitting the login form via the back button of a web browser on an unattended workstation after an RT logout.","http://bugs.debian.org/cgi-bin/bugreport.cgi?bug=614575,http://issues.bestpractical.com/Ticket/Display.html?id=15804http://lists.bestpractical.com/pipermail/rt-announce/2011-February/000186.html,http://openwall.com/lists/oss-security/2011/02/22/12,http://openwall.com/lists/oss-security/2011/02/22/16,http://openwall.com/lists/oss-security/2011/02/22/6,http://openwall.com/lists/oss-security/2011/02/23/22,http://openwall.com/lists/oss-security/2011/02/24/7,http://openwall.com/lists/oss-security/2011/02/24/8,http://openwall.com/lists/oss-security/2011/02/24/9,http://www.vupen.com/english/advisories/2011/0475,https://exchange.xforce.ibmcloud.com/vulnerabilities/65771,https://github.com/bestpractical/rt/commit/057552287159e801535e59b8fbd5bd98d1322069,https://github.com/bestpractical/rt/commit/917c211820590950f7eb0521f7f43b31aeed44c4,https://lists.apache.org/thread.html/rf9fa47ab66495c78bb4120b0754dd9531ca2ff0430f6685ac9b07772@%3Cdev.mina.apache.org%3E,",http://cwe.mitre.org/data/definitions/255.html,Credentials Management Errors,N/A
CVE-2011-1008,02/28/2011,"Scrips_Overlay.pm in Best Practical Solutions RT before 3.8.9 does not properly restrict access to a TicketObj in a Scrip after a CurrentUser change, which allows remote authenticated users to obtain sensitive information via unspecified vectors, as demonstrated by custom-field value information, related to SQL logging.","http://bugs.debian.org/cgi-bin/bugreport.cgi?bug=614576,http://lists.bestpractical.com/pipermail/rt-announce/2011-February/000186.htmlhttp://openwall.com/lists/oss-security/2011/02/22/12,http://openwall.com/lists/oss-security/2011/02/22/16,http://openwall.com/lists/oss-security/2011/02/22/6,http://openwall.com/lists/oss-security/2011/02/23/22,http://openwall.com/lists/oss-security/2011/02/24/7,http://openwall.com/lists/oss-security/2011/02/24/8,http://openwall.com/lists/oss-security/2011/02/24/9,http://www.vupen.com/english/advisories/2011/0475,https://exchange.xforce.ibmcloud.com/vulnerabilities/65772,https://github.com/bestpractical/rt/commit/2338cd19ed7a7f4c1e94f639ab2789d6586d01f3,https://lists.apache.org/thread.html/rf9fa47ab66495c78bb4120b0754dd9531ca2ff0430f6685ac9b07772@%3Cdev.mina.apache.org%3E,",http://cwe.mitre.org/data/definitions/264.html,"Permissions, Privileges, and Access Controls",N/A
CVE-2011-1011,02/24/2011,"The seunshare_mount function in sandbox/seunshare.c in seunshare in certain Red Hat packages of policycoreutils 2.0.83 and earlier in Red Hat Enterprise Linux (RHEL) 6 and earlier, and Fedora 14 and earlier, mounts a new directory on top of /tmp without assigning root ownership and the sticky bit to this new directory, which allows local users to replace or delete arbitrary /tmp files, and consequently cause a denial of service or possibly gain privileges, by running a setuid application that relies on /tmp, as demonstrated by the ksu application.","http://archives.neohapsis.com/archives/fulldisclosure/2011-02/0585.html,http://lists.fedoraproject.org/pipermail/package-announce/2011-March/056227.htmlhttp://openwall.com/lists/oss-security/2011/02/23/1,http://openwall.com/lists/oss-security/2011/02/23/2,http://pkgs.fedoraproject.org/gitweb/?p=policycoreutils.git;a=blob;f=policycoreutils-rhat.patch;h=d4db5bc06027de23d12a4b3f18fa6f9b1517df27;hb=HEAD#l2197,http://www.redhat.com/support/errata/RHSA-2011-0414.html,http://www.securityfocus.com/bid/46510,http://www.securitytracker.com/id?1025291,http://www.vupen.com/english/advisories/2011/0701,http://www.vupen.com/english/advisories/2011/0864,https://bugzilla.redhat.com/show_bug.cgi?id=633544,https://exchange.xforce.ibmcloud.com/vulnerabilities/65641,",http://cwe.mitre.org/data/definitions/264.html,"Permissions, Privileges, and Access Controls",N/A
CVE-2011-1016,02/28/2011,"The Radeon GPU drivers in the Linux kernel before 2.6.38-rc5 do not properly validate data related to the AA resolve registers, which allows local users to write to arbitrary memory locations associated with (1) Video RAM (aka VRAM) or (2) the Graphics Translation Table (GTT) via crafted values.","http://git.kernel.org/?p=linux/kernel/git/torvalds/linux-2.6.git;a=commit;h=fff1ce4dc6113b6fdc4e3a815ca5fd229408f8ef,http://openwall.com/lists/oss-security/2011/02/24/11http://openwall.com/lists/oss-security/2011/02/24/3,http://openwall.com/lists/oss-security/2011/02/25/4,http://www.kernel.org/pub/linux/kernel/v2.6/testing/ChangeLog-2.6.38-rc5,http://www.securityfocus.com/bid/46557,https://bugzilla.redhat.com/show_bug.cgi?id=680000,https://exchange.xforce.ibmcloud.com/vulnerabilities/65691,",http://cwe.mitre.org/data/definitions/20.html,Improper Input Validation,N/A
CVE-2011-1018,02/25/2011,"logwatch.pl in Logwatch 7.3.6 allows remote attackers to execute arbitrary commands via shell metacharacters in a log file name, as demonstrated via a crafted username to a Samba server.","http://lists.fedoraproject.org/pipermail/package-announce/2011-March/055579.html,http://lists.fedoraproject.org/pipermail/package-announce/2011-March/055585.htmlhttp://lists.fedoraproject.org/pipermail/package-announce/2011-March/055617.html,http://lists.opensuse.org/opensuse-security-announce/2011-04/msg00000.html,http://logwatch.svn.sourceforge.net/viewvc/logwatch/scripts/logwatch.pl?r1=3&amp;r2=26&amp;pathrev=26,http://sourceforge.net/mailarchive/forum.php?thread_name=4D604843.7040303%40mblmail.net&amp;forum_name=logwatch-devel,http://sourceforge.net/tracker/?func=detail&amp;aid=3184223&amp;group_id=312875&amp;atid=1316824,http://www.debian.org/security/2011/dsa-2182,http://www.openwall.com/lists/oss-security/2011/02/24/13,http://www.openwall.com/lists/oss-security/2011/02/24/15,http://www.redhat.com/support/errata/RHSA-2011-0324.html,http://www.securityfocus.com/bid/46554,http://www.securitytracker.com/id?1025165,http://www.ubuntu.com/usn/USN-1078-1,http://www.vupen.com/english/advisories/2011/0533,http://www.vupen.com/english/advisories/2011/0581,http://www.vupen.com/english/advisories/2011/0596,https://bugzilla.redhat.com/show_bug.cgi?id=680237,",http://cwe.mitre.org/data/definitions/20.html,Improper Input Validation,N/A
CVE-2011-1020,02/28/2011,"The proc filesystem implementation in the Linux kernel 2.6.37 and earlier does not restrict access to the /proc directory tree of a process after this process performs an exec of a setuid program, which allows local users to obtain sensitive information or cause a denial of service via open, lseek, read, and write system calls.","http://openwall.com/lists/oss-security/2011/02/24/18,http://openwall.com/lists/oss-security/2011/02/25/2http://seclists.org/fulldisclosure/2011/Jan/421,http://securityreason.com/securityalert/8107,http://www.halfdog.net/Security/2011/SuidBinariesAndProcInterface/,http://www.securityfocus.com/bid/46567,https://exchange.xforce.ibmcloud.com/vulnerabilities/65693,https://lkml.org/lkml/2011/2/10/21,https://lkml.org/lkml/2011/2/7/368,https://lkml.org/lkml/2011/2/7/404,https://lkml.org/lkml/2011/2/7/414,https://lkml.org/lkml/2011/2/7/466,https://lkml.org/lkml/2011/2/7/474,https://lkml.org/lkml/2011/2/9/417,",http://cwe.mitre.org/data/definitions/200.html,Exposure of Sensitive Information to an Unauthorized Actor,N/A
CVE-2011-1029,02/14/2011,Cross-site scripting (XSS) vulnerability in IBM Rational Team Concert (RTC) 2.0.0.x allows remote authenticated users to inject arbitrary web script or HTML via the name of a shared report.,"http://www.ibm.com/support/docview.wss?uid=swg1PM22477,http://www.securityfocus.com/bid/46179http://www.vupen.com/english/advisories/2011/0297,https://exchange.xforce.ibmcloud.com/vulnerabilities/65170,",http://cwe.mitre.org/data/definitions/79.html,Improper Neutralization of Input During Web Page Generation (&#39;Cross-site Scripting&#39;),N/A
CVE-2011-1030,02/14/2011,Cross-site scripting (XSS) vulnerability in the Wikis component in IBM Lotus Connections 3.0 allows remote attackers to inject arbitrary web script or HTML via vectors related to the &quot;Confirm New Page scene.&quot;,"http://securitytracker.com/id?1025054,http://www-01.ibm.com/support/docview.wss?crawler=1&amp;uid=swg1LO57850http://www.ibm.com/support/docview.wss?uid=swg1LO57850,",http://cwe.mitre.org/data/definitions/79.html,Improper Neutralization of Input During Web Page Generation (&#39;Cross-site Scripting&#39;),N/A
